time,player,team,value
2001,A.J. Feeley,PHI,143.0
2002,A.J. Feeley,PHI,1154.0
2004,A.J. Feeley,MIA,3047.0
2006,A.J. Feeley,PHI,3389.0
2007,A.J. Feeley,PHI,4070.0
2011,A.J. Feeley,LA,4618.0
2015,AJ McCarron,CIN,854.0
2017,AJ McCarron,CIN,920.0
2018,AJ McCarron,LV,928.0
2019,AJ McCarron,HOU,1153.0
2020,AJ McCarron,HOU,1173.0
2023,AJ McCarron,CIN,1192.0
2000,Aaron Brooks,NO,1514.0
2001,Aaron Brooks,NO,5346.0
2002,Aaron Brooks,NO,8918.0
2003,Aaron Brooks,NO,12464.0
2004,Aaron Brooks,NO,16274.0
2005,Aaron Brooks,NO,19156.0
2006,Aaron Brooks,LV,20261.0
2005,Aaron Rodgers,GB,65.0
2006,Aaron Rodgers,GB,111.0
2007,Aaron Rodgers,GB,329.0
2008,Aaron Rodgers,GB,4367.0
2009,Aaron Rodgers,GB,8801.0
2010,Aaron Rodgers,GB,12723.0
2011,Aaron Rodgers,GB,17359.0
2012,Aaron Rodgers,GB,21654.0
2013,Aaron Rodgers,GB,24190.0
2014,Aaron Rodgers,GB,28571.0
2015,Aaron Rodgers,GB,32392.0
2016,Aaron Rodgers,GB,36820.0
2017,Aaron Rodgers,GB,38495.0
2018,Aaron Rodgers,GB,42937.0
2019,Aaron Rodgers,GB,46939.0
2020,Aaron Rodgers,GB,51238.0
2021,Aaron Rodgers,GB,55353.0
2022,Aaron Rodgers,GB,59048.0
2023,Aaron Rodgers,NYJ,59048.0
2024,Aaron Rodgers,NYJ,62945.0
1987,Adrian Breen,CIN,9.0
1950,Adrian Burk,BCL,798.0
1951,Adrian Burk,BCL,1596.0
1952,Adrian Burk,PHI,2157.0
1953,Adrian Burk,PHI,2945.0
1954,Adrian Burk,PHI,4685.0
1955,Adrian Burk,PHI,6044.0
1956,Adrian Burk,PHI,6470.0
2023,Aidan O'Connell,LV,2218.0
2024,Aidan O'Connell,LV,3830.0
1999,Akili Smith,CIN,805.0
2000,Akili Smith,CIN,2058.0
2001,Akili Smith,CIN,2095.0
2002,Akili Smith,CIN,2212.0
1954,Al Dorow,WAS,997.0
1955,Al Dorow,WAS,1034.0
1956,Al Dorow,WAS,1764.0
1957,Al Dorow,PHI,1976.0
1970,Al Woodall,NYJ,1265.0
1971,Al Woodall,NYJ,1660.0
1973,Al Woodall,NYJ,2888.0
1974,Al Woodall,NYJ,2903.0
1970,Alan Pastrana,DEN,420.0
1987,Alan Risher,GNB,564.0
1987,Alex Espinoza,KAN,69.0
2005,Alex Smith,SF,875.0
2006,Alex Smith,SF,3776.0
2007,Alex Smith,SF,4690.0
2009,Alex Smith,SF,7040.0
2010,Alex Smith,SF,9410.0
2011,Alex Smith,SF,12554.0
2012,Alex Smith,SF,14291.0
2013,Alex Smith,KC,17604.0
2014,Alex Smith,KC,20869.0
2015,Alex Smith,KC,24355.0
2016,Alex Smith,KC,27857.0
2017,Alex Smith,KC,31899.0
2018,Alex Smith,WAS,34079.0
2020,Alex Smith,WAS,35661.0
2015,Alex Tanney,TEN,99.0
2019,Alex Tanney,NYG,100.0
1995,Alex Van Pelt,BUF,106.0
1996,Alex Van Pelt,BUF,115.0
1997,Alex Van Pelt,BUF,799.0
1999,Alex Van Pelt,BUF,808.0
2000,Alex Van Pelt,BUF,875.0
2001,Alex Van Pelt,BUF,2931.0
2002,Alex Van Pelt,BUF,2936.0
2003,Alex Van Pelt,BUF,2985.0
1990,Andre Ware,DET,164.0
1992,Andre Ware,DET,841.0
1993,Andre Ware,DET,1112.0
2012,Andrew Luck,IND,4374.0
2013,Andrew Luck,IND,8196.0
2014,Andrew Luck,IND,12957.0
2015,Andrew Luck,IND,14838.0
2016,Andrew Luck,IND,19078.0
2018,Andrew Luck,IND,23671.0
2006,Andrew Walter,LV,1677.0
2007,Andrew Walter,LV,1715.0
2008,Andrew Walter,LV,1919.0
2011,Andy Dalton,CIN,3398.0
2012,Andy Dalton,CIN,7067.0
2013,Andy Dalton,CIN,11360.0
2014,Andy Dalton,CIN,14758.0
2015,Andy Dalton,CIN,18008.0
2016,Andy Dalton,CIN,22214.0
2017,Andy Dalton,CIN,25534.0
2018,Andy Dalton,CIN,28100.0
2019,Andy Dalton,CIN,31594.0
2020,Andy Dalton,DAL,33764.0
2021,Andy Dalton,CHI,35279.0
2022,Andy Dalton,NO,38150.0
2023,Andy Dalton,CAR,38511.0
2024,Andy Dalton,CAR,39500.0
2022,Anthony Brown,BAL,302.0
1989,Anthony Dilweg,GNB,7.0
1990,Anthony Dilweg,GNB,1274.0
2023,Anthony Richardson,IND,577.0
2024,Anthony Richardson,IND,2391.0
2000,Anthony Wright,DAL,237.0
2001,Anthony Wright,DAL,766.0
2003,Anthony Wright,BAL,1965.0
2005,Anthony Wright,BAL,3547.0
2006,Anthony Wright,CIN,3578.0
2007,Anthony Wright,NYG,3590.0
1971,Archie Manning,NOR,1164.0
1972,Archie Manning,NOR,3945.0
1973,Archie Manning,NOR,5587.0
1974,Archie Manning,NOR,7016.0
1975,Archie Manning,NOR,8699.0
1977,Archie Manning,NOR,9983.0
1978,Archie Manning,NOR,13399.0
1979,Archie Manning,NOR,16568.0
1980,Archie Manning,NOR,20284.0
1981,Archie Manning,NOR,21731.0
1982,Archie Manning,2TM,22611.0
1982,Archie Manning,NOR,22614.0
1982,Archie Manning,HOU,23491.0
1983,Archie Manning,HOU,24246.0
1984,Archie Manning,MIN,24791.0
1953,Arnie Galiffa,NYG,129.0
1954,Arnie Galiffa,SFO,183.0
1982,Art Schlichter,BAL,197.0
1984,Art Schlichter,IND,899.0
1985,Art Schlichter,IND,1006.0
2014,Austin Davis,LA,2001.0
2015,Austin Davis,CLE,2548.0
2017,Austin Davis,SEA,2548.0
1988,Babe Laufenberg,SDG,778.0
1990,Babe Laufenberg,DAL,1057.0
1952,Babe Parilli,GNB,1416.0
1953,Babe Parilli,GNB,2246.0
1956,Babe Parilli,CLE,2655.0
1957,Babe Parilli,GNB,3324.0
1958,Babe Parilli,GNB,4392.0
2022,Bailey Zappe,NE,781.0
2023,Bailey Zappe,NE,2053.0
2024,Bailey Zappe,CLE,2223.0
2018,Baker Mayfield,CLE,3725.0
2019,Baker Mayfield,CLE,7552.0
2020,Baker Mayfield,CLE,11115.0
2021,Baker Mayfield,CLE,14125.0
2022,Baker Mayfield,LA,16288.0
2023,Baker Mayfield,TB,20332.0
2024,Baker Mayfield,TB,24832.0
1956,Bart Starr,GNB,325.0
1957,Bart Starr,GNB,1814.0
1958,Bart Starr,GNB,2689.0
1959,Bart Starr,GNB,3661.0
1960,Bart Starr,GNB,5019.0
1961,Bart Starr,GNB,7437.0
1962,Bart Starr,GNB,9875.0
1963,Bart Starr,GNB,11730.0
1964,Bart Starr,GNB,13874.0
1965,Bart Starr,GNB,15929.0
1966,Bart Starr,GNB,18186.0
1967,Bart Starr,GNB,20009.0
1968,Bart Starr,GNB,21626.0
1969,Bart Starr,GNB,22787.0
1970,Bart Starr,GNB,24432.0
1971,Bart Starr,GNB,24718.0
1987,Ben Bennett,CIN,25.0
2020,Ben DiNucci,DAL,219.0
2004,Ben Roethlisberger,PIT,2621.0
2005,Ben Roethlisberger,PIT,5006.0
2006,Ben Roethlisberger,PIT,8534.0
2007,Ben Roethlisberger,PIT,11692.0
2008,Ben Roethlisberger,PIT,15006.0
2009,Ben Roethlisberger,PIT,19334.0
2010,Ben Roethlisberger,PIT,22534.0
2011,Ben Roethlisberger,PIT,26611.0
2012,Ben Roethlisberger,PIT,29876.0
2013,Ben Roethlisberger,PIT,34137.0
2014,Ben Roethlisberger,PIT,39089.0
2015,Ben Roethlisberger,PIT,43027.0
2016,Ben Roethlisberger,PIT,46846.0
2017,Ben Roethlisberger,PIT,51105.0
2018,Ben Roethlisberger,PIT,56234.0
2019,Ben Roethlisberger,PIT,56585.0
2020,Ben Roethlisberger,PIT,60388.0
2021,Ben Roethlisberger,PIT,64128.0
1967,Benjy Dial,PHI,5.0
1987,Bernard Quarles,RAM,40.0
1985,Bernie Kosar,CLE,1578.0
1986,Bernie Kosar,CLE,5432.0
1987,Bernie Kosar,CLE,8465.0
1988,Bernie Kosar,CLE,10355.0
1989,Bernie Kosar,CLE,13888.0
1990,Bernie Kosar,CLE,16450.0
1991,Bernie Kosar,CLE,19937.0
1992,Bernie Kosar,CLE,21097.0
1993,Bernie Kosar,2TM,22314.0
1993,Bernie Kosar,CLE,23121.0
1993,Bernie Kosar,DAL,23531.0
1994,Bernie Kosar,MIA,23611.0
1995,Bernie Kosar,MIA,24310.0
1996,Bernie Kosar,MIA,24518.0
1973,Bert Jones,BAL,539.0
1974,Bert Jones,BAL,2149.0
1975,Bert Jones,BAL,4632.0
1976,Bert Jones,BAL,7736.0
1977,Bert Jones,BAL,10422.0
1978,Bert Jones,BAL,10792.0
1979,Bert Jones,BAL,11435.0
1980,Bert Jones,BAL,14569.0
1981,Bert Jones,BAL,17663.0
1982,Bert Jones,RAM,18190.0
1970,Bill Cappleman,MIN,49.0
1973,Bill Cappleman,DET,82.0
1973,Bill Demory,NYJ,159.0
1976,Bill Donckers,STL,16.0
1977,Bill Donckers,STL,54.0
1980,Bill Kenney,KAN,542.0
1981,Bill Kenney,KAN,2525.0
1982,Bill Kenney,KAN,3717.0
1983,Bill Kenney,KAN,8065.0
1984,Bill Kenney,KAN,10163.0
1985,Bill Kenney,KAN,12699.0
1986,Bill Kenney,KAN,14621.0
1987,Bill Kenney,KAN,16728.0
1988,Bill Kenney,KAN,17277.0
1950,Bill Mackrides,PHI,228.0
1951,Bill Mackrides,PHI,456.0
1953,Bill Mackrides,2TM,962.0
1953,Bill Mackrides,NYG,1015.0
1953,Bill Mackrides,PIT,1468.0
1964,Bill Munson,RAM,1533.0
1965,Bill Munson,RAM,3234.0
1966,Bill Munson,RAM,3518.0
1967,Bill Munson,RAM,3556.0
1968,Bill Munson,DET,5867.0
1969,Bill Munson,DET,6929.0
1970,Bill Munson,DET,7978.0
1971,Bill Munson,DET,8194.0
1972,Bill Munson,DET,8388.0
1973,Bill Munson,DET,9517.0
1974,Bill Munson,DET,11391.0
1975,Bill Munson,DET,12017.0
1976,Bill Munson,SEA,12312.0
1977,Bill Munson,SDG,12537.0
1978,Bill Munson,BUF,12865.0
1979,Bill Munson,BUF,12896.0
1991,Bill Musgrave,SFO,33.0
1995,Bill Musgrave,DEN,126.0
1996,Bill Musgrave,DEN,402.0
1963,Bill Nelsen,PIT,0.0
1964,Bill Nelsen,PIT,276.0
1965,Bill Nelsen,PIT,2193.0
1966,Bill Nelsen,PIT,3315.0
1967,Bill Nelsen,PIT,4440.0
1968,Bill Nelsen,CLE,6806.0
1969,Bill Nelsen,CLE,9549.0
1970,Bill Nelsen,CLE,11705.0
1971,Bill Nelsen,CLE,14024.0
1972,Bill Nelsen,CLE,14165.0
1976,Bill Troup,BAL,117.0
1977,Bill Troup,BAL,117.0
1978,Bill Troup,BAL,1999.0
1980,Bill Troup,GNB,2047.0
1995,Billy Joe Hobert,OAK,540.0
1996,Billy Joe Hobert,OAK,1207.0
1997,Billy Joe Hobert,2TM,2231.0
1997,Billy Joe Hobert,BUF,2364.0
1997,Billy Joe Hobert,NOR,3255.0
1998,Billy Joe Hobert,NOR,3425.0
1999,Billy Joe Hobert,NO,4395.0
1989,Billy Joe Tolliver,SDG,1097.0
1990,Billy Joe Tolliver,SDG,3671.0
1991,Billy Joe Tolliver,ATL,4202.0
1992,Billy Joe Tolliver,ATL,4989.0
1993,Billy Joe Tolliver,ATL,5453.0
1994,Billy Joe Tolliver,HOU,6740.0
1997,Billy Joe Tolliver,2TM,7417.0
1997,Billy Joe Tolliver,ATL,8102.0
1997,Billy Joe Tolliver,KAN,8094.0
1998,Billy Joe Tolliver,NOR,9521.0
1999,Billy Joe Tolliver,NO,11437.0
1961,Billy Kilmer,SFO,286.0
1966,Billy Kilmer,SFO,370.0
1967,Billy Kilmer,NOR,1711.0
1968,Billy Kilmer,NOR,3771.0
1969,Billy Kilmer,NOR,6303.0
1970,Billy Kilmer,NOR,7860.0
1971,Billy Kilmer,WAS,10081.0
1972,Billy Kilmer,WAS,11729.0
1973,Billy Kilmer,WAS,13385.0
1974,Billy Kilmer,WAS,15017.0
1975,Billy Kilmer,WAS,17457.0
1976,Billy Kilmer,WAS,18709.0
1977,Billy Kilmer,WAS,19896.0
1978,Billy Kilmer,WAS,20212.0
1968,Billy Stevens,GNB,0.0
1969,Billy Stevens,GNB,12.0
2001,Billy Volek,TEN,0.0
2003,Billy Volek,TEN,545.0
2004,Billy Volek,TEN,3030.0
2005,Billy Volek,TEN,3504.0
2006,Billy Volek,LAC,3508.0
2007,Billy Volek,LAC,3514.0
2009,Billy Volek,LAC,3745.0
2010,Billy Volek,LAC,3753.0
2011,Billy Volek,LAC,3753.0
1954,Billy Wade,RAM,509.0
1955,Billy Wade,RAM,825.0
1956,Billy Wade,RAM,2286.0
1957,Billy Wade,RAM,2402.0
1958,Billy Wade,RAM,5277.0
1959,Billy Wade,RAM,7278.0
1960,Billy Wade,RAM,8572.0
1961,Billy Wade,CHI,10830.0
1962,Billy Wade,CHI,14002.0
1963,Billy Wade,CHI,16303.0
1964,Billy Wade,CHI,18247.0
1965,Billy Wade,CHI,18451.0
1966,Billy Wade,CHI,18530.0
2011,Blaine Gabbert,JAX,2214.0
2012,Blaine Gabbert,JAX,3876.0
2013,Blaine Gabbert,JAX,4357.0
2014,Blaine Gabbert,SF,4395.0
2015,Blaine Gabbert,SF,6426.0
2016,Blaine Gabbert,SF,7351.0
2017,Blaine Gabbert,ARI,8437.0
2018,Blaine Gabbert,TEN,9063.0
2020,Blaine Gabbert,TB,9206.0
2021,Blaine Gabbert,TB,9273.0
2022,Blaine Gabbert,TB,9302.0
2023,Blaine Gabbert,KC,9487.0
1986,Blair Kiel,IND,236.0
1987,Blair Kiel,IND,431.0
1990,Blair Kiel,GNB,935.0
1991,Blair Kiel,GNB,1296.0
2014,Blake Bortles,JAX,2908.0
2015,Blake Bortles,JAX,7336.0
2016,Blake Bortles,JAX,11241.0
2017,Blake Bortles,JAX,14928.0
2018,Blake Bortles,JAX,17646.0
2019,Blake Bortles,LA,17649.0
2024,Bo Nix,DEN,3775.0
1975,Bob Avellini,CHI,942.0
1976,Bob Avellini,CHI,2522.0
1977,Bob Avellini,CHI,4526.0
1978,Bob Avellini,CHI,6244.0
1979,Bob Avellini,CHI,6554.0
1981,Bob Avellini,CHI,6739.0
1982,Bob Avellini,CHI,6823.0
1984,Bob Avellini,CHI,7111.0
1965,Bob Berry,MIN,0.0
1966,Bob Berry,MIN,215.0
1967,Bob Berry,MIN,258.0
1968,Bob Berry,ATL,1691.0
1969,Bob Berry,ATL,2778.0
1970,Bob Berry,ATL,4584.0
1971,Bob Berry,ATL,6589.0
1972,Bob Berry,ATL,8747.0
1973,Bob Berry,MIN,8868.0
1974,Bob Berry,MIN,9173.0
1975,Bob Berry,MIN,9197.0
1987,Bob Bleier,NWE,181.0
1952,Bob Celeri,DTX,490.0
1954,Bob Clatterbuck,NYG,781.0
1955,Bob Clatterbuck,NYG,827.0
1956,Bob Clatterbuck,NYG,881.0
1957,Bob Clatterbuck,NYG,920.0
1970,Bob Davis,NYJ,66.0
1971,Bob Davis,NYJ,690.0
1972,Bob Davis,NYJ,804.0
1973,Bob Davis,NOR,818.0
1982,Bob Gagliano,KAN,7.0
1987,Bob Gagliano,SFO,236.0
1989,Bob Gagliano,DET,1907.0
1990,Bob Gagliano,DET,3097.0
1991,Bob Gagliano,SDG,3173.0
1992,Bob Gagliano,SDG,3431.0
1953,Bob Gambold,PHI,107.0
1970,Bob Griese,MIA,2019.0
1971,Bob Griese,MIA,4108.0
1972,Bob Griese,MIA,4746.0
1973,Bob Griese,MIA,6168.0
1974,Bob Griese,MIA,8136.0
1975,Bob Griese,MIA,9829.0
1976,Bob Griese,MIA,11926.0
1977,Bob Griese,MIA,14178.0
1978,Bob Griese,MIA,15969.0
1979,Bob Griese,MIA,18129.0
1980,Bob Griese,MIA,18919.0
1983,Bob Holly,WAS,5.0
1985,Bob Holly,ATL,300.0
1971,Bob Leahy,PIT,18.0
1969,Bob Lee,MIN,79.0
1970,Bob Lee,MIN,689.0
1971,Bob Lee,MIN,1287.0
1972,Bob Lee,MIN,1362.0
1973,Bob Lee,ATL,3148.0
1974,Bob Lee,ATL,4000.0
1975,Bob Lee,MIN,4103.0
1976,Bob Lee,MIN,4259.0
1977,Bob Lee,MIN,4781.0
1978,Bob Lee,MIN,4791.0
1979,Bob Lee,RAM,5034.0
1970,Bob Naponic,HOU,85.0
1950,Bob Waterfield,RAM,1540.0
1951,Bob Waterfield,RAM,3080.0
1952,Bob Waterfield,RAM,3735.0
1960,Bob Waters,SFO,61.0
1961,Bob Waters,SFO,244.0
1962,Bob Waters,SFO,272.0
1963,Bob Waters,SFO,707.0
1952,Bob Williams,CHI,579.0
1955,Bob Williams,CHI,835.0
1969,Bobby Douglass,CHI,773.0
1970,Bobby Douglass,CHI,991.0
1971,Bobby Douglass,CHI,2155.0
1972,Bobby Douglass,CHI,3401.0
1973,Bobby Douglass,CHI,4458.0
1974,Bobby Douglass,CHI,4845.0
1975,Bobby Douglass,2TM,4985.0
1975,Bobby Douglass,CHI,5072.0
1975,Bobby Douglass,SDG,5125.0
1976,Bobby Douglass,NOR,6413.0
1977,Bobby Douglass,NOR,6543.0
1978,Bobby Douglass,GNB,6633.0
1954,Bobby Garrett,GNB,143.0
1985,Bobby Hebert,NOR,1208.0
1986,Bobby Hebert,NOR,1706.0
1987,Bobby Hebert,NOR,3825.0
1988,Bobby Hebert,NOR,6981.0
1989,Bobby Hebert,NOR,9667.0
1991,Bobby Hebert,NOR,11343.0
1992,Bobby Hebert,NOR,14630.0
1993,Bobby Hebert,ATL,17608.0
1994,Bobby Hebert,ATL,18218.0
1995,Bobby Hebert,ATL,18531.0
1996,Bobby Hebert,ATL,21683.0
1996,Bobby Hoying,PHI,0.0
1997,Bobby Hoying,PHI,1573.0
1998,Bobby Hoying,PHI,2534.0
1999,Bobby Hoying,OAK,2544.0
2000,Bobby Hoying,OAK,2544.0
1950,Bobby Layne,DET,2323.0
1951,Bobby Layne,DET,4646.0
1952,Bobby Layne,DET,6645.0
1953,Bobby Layne,DET,8733.0
1954,Bobby Layne,DET,10551.0
1955,Bobby Layne,DET,12381.0
1956,Bobby Layne,DET,14290.0
1957,Bobby Layne,DET,15459.0
1958,Bobby Layne,2TM,17969.0
1958,Bobby Layne,DET,18140.0
1958,Bobby Layne,PIT,20479.0
1959,Bobby Layne,PIT,22465.0
1960,Bobby Layne,PIT,24279.0
1961,Bobby Layne,PIT,25484.0
1962,Bobby Layne,PIT,27170.0
1973,Bobby Scott,NOR,245.0
1974,Bobby Scott,NOR,611.0
1975,Bobby Scott,NOR,707.0
1976,Bobby Scott,NOR,1772.0
1977,Bobby Scott,NOR,2288.0
1978,Bobby Scott,NOR,2324.0
1979,Bobby Scott,NOR,2336.0
1980,Bobby Scott,NOR,2536.0
1981,Bobby Scott,NOR,2781.0
1952,Bobby Thomason,PHI,1334.0
1953,Bobby Thomason,PHI,3796.0
1954,Bobby Thomason,PHI,5038.0
1955,Bobby Thomason,PHI,6375.0
1956,Bobby Thomason,PHI,7494.0
1957,Bobby Thomason,PHI,8124.0
1984,Boomer Esiason,CIN,530.0
1985,Boomer Esiason,CIN,3973.0
1986,Boomer Esiason,CIN,7932.0
1987,Boomer Esiason,CIN,11253.0
1988,Boomer Esiason,CIN,14825.0
1989,Boomer Esiason,CIN,18350.0
1990,Boomer Esiason,CIN,21381.0
1991,Boomer Esiason,CIN,24264.0
1992,Boomer Esiason,CIN,25671.0
1993,Boomer Esiason,NYJ,29092.0
1994,Boomer Esiason,NYJ,31874.0
1995,Boomer Esiason,NYJ,34149.0
1996,Boomer Esiason,ARI,36442.0
1997,Boomer Esiason,CIN,37920.0
1991,Brad Goebel,PHI,267.0
1992,Brad Goebel,CLE,299.0
1994,Brad Johnson,MIN,150.0
1995,Brad Johnson,MIN,422.0
1996,Brad Johnson,MIN,2680.0
1997,Brad Johnson,MIN,5716.0
1998,Brad Johnson,MIN,6463.0
1999,Brad Johnson,WAS,10468.0
2000,Brad Johnson,WAS,12973.0
2001,Brad Johnson,TB,16379.0
2002,Brad Johnson,TB,19428.0
2003,Brad Johnson,TB,23249.0
2004,Brad Johnson,TB,23923.0
2005,Brad Johnson,MIN,25808.0
2006,Brad Johnson,MIN,28558.0
2007,Brad Johnson,DAL,28637.0
2008,Brad Johnson,DAL,29064.0
2005,Bradlee Van Pelt,DEN,7.0
2007,Brady Quinn,CLE,45.0
2008,Brady Quinn,CLE,563.0
2009,Brady Quinn,CLE,1902.0
2012,Brady Quinn,KC,3043.0
2019,Brandon Allen,DEN,515.0
2020,Brandon Allen,CIN,1440.0
2021,Brandon Allen,CIN,1589.0
2022,Brandon Allen,CIN,1611.0
2024,Brandon Allen,SF,1810.0
2012,Brandon Weeden,CLE,3385.0
2013,Brandon Weeden,CLE,5116.0
2014,Brandon Weeden,DAL,5419.0
2015,Brandon Weeden,HOU,6462.0
2018,Brandon Weeden,HOU,6462.0
1987,Brent Pease,HOU,728.0
1988,Brent Pease,HOU,792.0
2006,Brett Basanez,CAR,56.0
1991,Brett Favre,ATL,0.0
1992,Brett Favre,GNB,3227.0
1993,Brett Favre,GNB,6530.0
1994,Brett Favre,GNB,10412.0
1995,Brett Favre,GNB,14825.0
1996,Brett Favre,GNB,18724.0
1997,Brett Favre,GNB,22591.0
1998,Brett Favre,GNB,26803.0
1999,Brett Favre,GB,30894.0
2000,Brett Favre,GB,34706.0
2001,Brett Favre,GB,38627.0
2002,Brett Favre,GB,42285.0
2003,Brett Favre,GB,45646.0
2004,Brett Favre,GB,49732.0
2005,Brett Favre,GB,53624.0
2006,Brett Favre,GB,57509.0
2007,Brett Favre,GB,61666.0
2008,Brett Favre,NYJ,65138.0
2009,Brett Favre,MIN,69340.0
2010,Brett Favre,MIN,71849.0
2016,Brett Hundley,GB,17.0
2017,Brett Hundley,GB,1853.0
2019,Brett Hundley,ARI,1902.0
2020,Brett Rypien,DEN,295.0
2021,Brett Rypien,DEN,295.0
2022,Brett Rypien,DEN,778.0
2023,Brett Rypien,LA,950.0
2009,Brian Brohm,BUF,146.0
2010,Brian Brohm,BUF,252.0
1972,Brian Dowling,NWE,383.0
1977,Brian Dowling,GNB,383.0
1998,Brian Griese,DEN,2.0
1999,Brian Griese,DEN,3034.0
2000,Brian Griese,DEN,5722.0
2001,Brian Griese,DEN,8549.0
2002,Brian Griese,DEN,11763.0
2003,Brian Griese,MIA,12576.0
2004,Brian Griese,TB,15208.0
2005,Brian Griese,TB,16344.0
2006,Brian Griese,CHI,16564.0
2007,Brian Griese,CHI,18367.0
2008,Brian Griese,TB,19440.0
2009,Brian Hoyer,NE,142.0
2010,Brian Hoyer,NE,264.0
2011,Brian Hoyer,NE,286.0
2012,Brian Hoyer,ARI,616.0
2013,Brian Hoyer,CLE,1231.0
2014,Brian Hoyer,CLE,4557.0
2015,Brian Hoyer,HOU,7163.0
2016,Brian Hoyer,CHI,8608.0
2017,Brian Hoyer,NE,9895.0
2018,Brian Hoyer,NE,9902.0
2019,Brian Hoyer,IND,10274.0
2020,Brian Hoyer,NE,10404.0
2021,Brian Hoyer,NE,10631.0
2022,Brian Hoyer,NE,10668.0
2023,Brian Hoyer,LV,10899.0
1987,Brian McClure,BUF,181.0
1974,Brian Sipe,CLE,603.0
1975,Brian Sipe,CLE,1030.0
1976,Brian Sipe,CLE,3143.0
1977,Brian Sipe,CLE,4376.0
1978,Brian Sipe,CLE,7282.0
1979,Brian Sipe,CLE,11075.0
1980,Brian Sipe,CLE,15207.0
1981,Brian Sipe,CLE,19083.0
1982,Brian Sipe,CLE,20147.0
1983,Brian Sipe,CLE,23713.0
2004,Brian St. Pierre,PIT,0.0
2009,Brian St. Pierre,ARI,12.0
2010,Brian St. Pierre,CAR,185.0
2007,Brock Berlin,LA,153.0
2008,Brock Berlin,LA,159.0
2000,Brock Huard,SEA,540.0
2001,Brock Huard,SEA,667.0
2003,Brock Huard,IND,689.0
2012,Brock Osweiler,DEN,12.0
2013,Brock Osweiler,DEN,107.0
2014,Brock Osweiler,DEN,159.0
2015,Brock Osweiler,DEN,2126.0
2016,Brock Osweiler,HOU,5083.0
2017,Brock Osweiler,DEN,6171.0
2018,Brock Osweiler,MIA,7418.0
2022,Brock Purdy,SF,1374.0
2023,Brock Purdy,SF,5654.0
2024,Brock Purdy,SF,9518.0
2006,Brodie Croyle,KC,23.0
2007,Brodie Croyle,KC,1250.0
2008,Brodie Croyle,KC,1401.0
2009,Brodie Croyle,KC,1631.0
2010,Brodie Croyle,KC,1669.0
2004,Brooks Bollinger,NYJ,60.0
2005,Brooks Bollinger,NYJ,1618.0
2006,Brooks Bollinger,MIN,1764.0
2007,Brooks Bollinger,MIN,2155.0
2008,Brooks Bollinger,DAL,2226.0
1991,Browning Nagle,NYJ,10.0
1992,Browning Nagle,NYJ,2290.0
1993,Browning Nagle,NYJ,2361.0
1994,Browning Nagle,IND,2430.0
1996,Browning Nagle,ATL,2489.0
2006,Bruce Gradkowski,TB,1661.0
2007,Bruce Gradkowski,TB,1791.0
2008,Bruce Gradkowski,CLE,1817.0
2009,Bruce Gradkowski,LV,2821.0
2010,Bruce Gradkowski,LV,3880.0
2011,Bruce Gradkowski,CIN,3989.0
2012,Bruce Gradkowski,CIN,4054.0
2014,Bruce Gradkowski,PIT,4054.0
1968,Bruce Lemmerman,ATL,40.0
1969,Bruce Lemmerman,ATL,370.0
1983,Bruce Mathison,SDG,41.0
1985,Bruce Mathison,BUF,1676.0
1987,Bruce Mathison,SEA,2177.0
2022,Bryce Perkins,LA,161.0
2016,Bryce Petty,NYJ,809.0
2017,Bryce Petty,NYJ,1353.0
2023,Bryce Young,CAR,2877.0
2024,Bryce Young,CAR,5280.0
1986,Bubby Brister,PIT,291.0
1987,Bubby Brister,PIT,311.0
1988,Bubby Brister,PIT,2945.0
1989,Bubby Brister,PIT,5310.0
1990,Bubby Brister,PIT,8035.0
1991,Bubby Brister,PIT,9385.0
1992,Bubby Brister,PIT,10104.0
1993,Bubby Brister,PHI,12009.0
1994,Bubby Brister,PHI,12516.0
1995,Bubby Brister,NYJ,13242.0
1997,Bubby Brister,DEN,13290.0
1998,Bubby Brister,DEN,14276.0
1999,Bubby Brister,DEN,14363.0
2000,Bubby Brister,MIN,14445.0
1992,Bucky Richardson,HOU,0.0
1993,Bucky Richardson,HOU,55.0
1994,Bucky Richardson,HOU,1257.0
1960,Buddy Humphrey,RAM,78.0
1961,Buddy Humphrey,DAL,94.0
1963,Buddy Humphrey,STL,190.0
1964,Buddy Humphrey,STL,190.0
1965,Buddy Humphrey,STL,926.0
2003,Byron Leftwich,JAX,2819.0
2004,Byron Leftwich,JAX,5760.0
2005,Byron Leftwich,JAX,7883.0
2006,Byron Leftwich,JAX,9041.0
2007,Byron Leftwich,ATL,9320.0
2008,Byron Leftwich,PIT,9623.0
2009,Byron Leftwich,TB,10217.0
2010,Byron Leftwich,PIT,10259.0
2012,Byron Leftwich,PIT,10531.0
2017,C.J. Beathard,SF,1430.0
2018,C.J. Beathard,SF,2682.0
2020,C.J. Beathard,SF,3469.0
2021,C.J. Beathard,JAX,3502.0
2022,C.J. Beathard,JAX,3537.0
2023,C.J. Beathard,JAX,3886.0
2023,C.J. Stroud,HOU,4108.0
2024,C.J. Stroud,HOU,7835.0
1999,Cade McNown,CHI,1465.0
2000,Cade McNown,CHI,3111.0
2009,Caleb Hanie,CHI,11.0
2010,Caleb Hanie,CHI,66.0
2011,Caleb Hanie,CHI,679.0
