time,player,team,value
2005,Kurt Warner,ARI,18905.0
2006,Kurt Warner,ARI,20282.0
2007,Kurt Warner,ARI,23691.0
2008,Kurt Warner,ARI,28273.0
2009,Kurt Warner,ARI,32031.0
2018,Kyle Allen,CAR,266.0
2019,Kyle Allen,CAR,3588.0
2020,Kyle Allen,WAS,4198.0
2021,Kyle Allen,WAS,4318.0
2022,Kyle Allen,HOU,4734.0
2023,Kyle Allen,BUF,4734.0
2024,Kyle Allen,PIT,4753.0
2003,Kyle Boller,BAL,1260.0
2004,Kyle Boller,BAL,3819.0
2005,Kyle Boller,BAL,5618.0
2006,Kyle Boller,BAL,6103.0
2007,Kyle Boller,BAL,7846.0
2009,Kyle Boller,LA,8745.0
2010,Kyle Boller,LV,8770.0
2011,Kyle Boller,LV,8931.0
2018,Kyle Lauletta,NYG,0.0
1987,Kyle Mackey,MIA,604.0
1989,Kyle Mackey,NYJ,729.0
2005,Kyle Orton,CHI,1869.0
2007,Kyle Orton,CHI,2344.0
2008,Kyle Orton,CHI,5323.0
2009,Kyle Orton,DEN,9125.0
2010,Kyle Orton,DEN,12777.0
2011,Kyle Orton,KC,14535.0
2012,Kyle Orton,DAL,14624.0
2013,Kyle Orton,DAL,15022.0
2014,Kyle Orton,BUF,18040.0
2022,Kyle Trask,TB,23.0
2023,Kyle Trask,TB,23.0
2024,Kyle Trask,TB,28.0
2019,Kyler Murray,ARI,3722.0
2020,Kyler Murray,ARI,7693.0
2021,Kyler Murray,ARI,11480.0
2022,Kyler Murray,ARI,13848.0
2023,Kyler Murray,ARI,15647.0
2024,Kyler Murray,ARI,19498.0
2018,Lamar Jackson,BAL,1201.0
2019,Lamar Jackson,BAL,4328.0
2020,Lamar Jackson,BAL,7085.0
2021,Lamar Jackson,BAL,9967.0
2022,Lamar Jackson,BAL,12209.0
2023,Lamar Jackson,BAL,15887.0
2024,Lamar Jackson,BAL,20059.0
1954,Lamar McHan,CRD,1475.0
1955,Lamar McHan,CRD,2560.0
1956,Lamar McHan,CRD,3719.0
1957,Lamar McHan,CRD,5287.0
1958,Lamar McHan,CRD,6578.0
1959,Lamar McHan,GNB,7383.0
1960,Lamar McHan,GNB,7900.0
1961,Lamar McHan,BAL,7928.0
1962,Lamar McHan,BAL,8206.0
1963,Lamar McHan,2TM,9449.0
1963,Lamar McHan,BAL,9449.0
1963,Lamar McHan,SFO,10692.0
2015,Landry Jones,PIT,513.0
2016,Landry Jones,PIT,1071.0
2017,Landry Jones,PIT,1310.0
1974,Larry Cipa,NOR,242.0
1975,Larry Cipa,NOR,424.0
1974,Larry Lawrence,OAK,29.0
1975,Larry Lawrence,OAK,79.0
1976,Larry Lawrence,TAM,79.0
1987,Larry Miller,MIN,2.0
1966,Larry Rakestraw,CHI,0.0
1967,Larry Rakestraw,CHI,228.0
1968,Larry Rakestraw,CHI,589.0
1960,Lee Grosscup,NYG,144.0
1961,Lee Grosscup,NYG,231.0
1957,Len Dawson,PIT,25.0
1958,Len Dawson,PIT,36.0
1959,Len Dawson,PIT,96.0
1960,Len Dawson,CLE,119.0
1961,Len Dawson,CLE,204.0
1970,Len Dawson,KAN,2080.0
1971,Len Dawson,KAN,4584.0
1972,Len Dawson,KAN,6419.0
1973,Len Dawson,KAN,7144.0
1974,Len Dawson,KAN,8717.0
1975,Len Dawson,KAN,9812.0
1971,Leo Hart,ATL,0.0
1972,Leo Hart,BUF,53.0
2010,Levi Brown,BUF,24.0
2020,Logan Woodside,TEN,7.0
2021,Logan Woodside,TEN,7.0
2023,Logan Woodside,ATL,34.0
1987,Loren Snyder,DAL,44.0
2019,Luke Falk,NYJ,416.0
2004,Luke McCown,CLE,608.0
2007,Luke McCown,TB,1617.0
2008,Luke McCown,TB,1617.0
2009,Luke McCown,JAX,1619.0
2010,Luke McCown,JAX,1739.0
2011,Luke McCown,JAX,2035.0
2012,Luke McCown,ATL,2035.0
2013,Luke McCown,NO,2035.0
2015,Luke McCown,NO,2370.0
1971,Lynn Dickey,HOU,315.0
1973,Lynn Dickey,HOU,1203.0
1974,Lynn Dickey,HOU,1907.0
1975,Lynn Dickey,HOU,1953.0
1976,Lynn Dickey,GNB,3418.0
1977,Lynn Dickey,GNB,4764.0
1979,Lynn Dickey,GNB,5551.0
1980,Lynn Dickey,GNB,9080.0
1981,Lynn Dickey,GNB,11673.0
1982,Lynn Dickey,GNB,13463.0
1983,Lynn Dickey,GNB,17921.0
1984,Lynn Dickey,GNB,21116.0
1985,Lynn Dickey,GNB,23322.0
1958,M.C. Reynolds,CRD,1422.0
1959,M.C. Reynolds,CRD,1751.0
1960,M.C. Reynolds,WAS,1905.0
2021,Mac Jones,NE,3801.0
2022,Mac Jones,NE,6798.0
2023,Mac Jones,NE,8918.0
2024,Mac Jones,JAX,10590.0
2022,Malik Willis,TEN,276.0
2023,Malik Willis,TEN,350.0
2024,Malik Willis,GB,900.0
2002,Marc Bulger,STL,1826.0
2003,Marc Bulger,LA,5671.0
2004,Marc Bulger,LA,9635.0
2005,Marc Bulger,LA,11932.0
2006,Marc Bulger,LA,16233.0
2007,Marc Bulger,LA,18625.0
2008,Marc Bulger,LA,21352.0
2009,Marc Bulger,LA,22821.0
1980,Marc Wilson,OAK,31.0
1981,Marc Wilson,OAK,2342.0
1982,Marc Wilson,RAI,2346.0
1983,Marc Wilson,RAI,3210.0
1984,Marc Wilson,RAI,5361.0
1985,Marc Wilson,RAI,7969.0
1986,Marc Wilson,RAI,9690.0
1987,Marc Wilson,RAI,11760.0
1989,Marc Wilson,NWE,12766.0
1990,Marc Wilson,NWE,14391.0
2015,Marcus Mariota,TEN,2818.0
2016,Marcus Mariota,TEN,6244.0
2017,Marcus Mariota,TEN,9476.0
2018,Marcus Mariota,TEN,12004.0
2019,Marcus Mariota,TEN,13207.0
2020,Marcus Mariota,LV,13433.0
2021,Marcus Mariota,LV,13437.0
2022,Marcus Mariota,ATL,15656.0
2023,Marcus Mariota,PHI,15820.0
2024,Marcus Mariota,WAS,16184.0
2005,Marcus Randall,TEN,0.0
1994,Mark Brunell,GNB,95.0
1995,Mark Brunell,JAX,2263.0
1996,Mark Brunell,JAX,6630.0
1997,Mark Brunell,JAX,9911.0
1998,Mark Brunell,JAX,12512.0
1999,Mark Brunell,JAX,15572.0
2000,Mark Brunell,JAX,19212.0
2001,Mark Brunell,JAC,22521.0
2002,Mark Brunell,TEN,25309.0
2003,Mark Brunell,JAX,25793.0
2004,Mark Brunell,WAS,26987.0
2005,Mark Brunell,WAS,30037.0
2006,Mark Brunell,WAS,31826.0
2009,Mark Brunell,NO,31928.0
2010,Mark Brunell,NYJ,32045.0
2011,Mark Brunell,NYJ,32072.0
2000,Mark Hartsell,CHI,0.0
1982,Mark Herrmann,DEN,421.0
1983,Mark Herrmann,BAL,677.0
1984,Mark Herrmann,IND,1029.0
1985,Mark Herrmann,SDG,2566.0
1986,Mark Herrmann,SDG,3193.0
1987,Mark Herrmann,SDG,3598.0
1988,Mark Herrmann,RAM,3636.0
1989,Mark Herrmann,RAM,3695.0
1990,Mark Herrmann,IND,3701.0
1991,Mark Herrmann,IND,3838.0
1992,Mark Herrmann,IND,4015.0
1981,Mark Malone,PIT,553.0
1983,Mark Malone,PIT,677.0
1984,Mark Malone,PIT,2814.0
1985,Mark Malone,PIT,4242.0
1986,Mark Malone,PIT,6686.0
1987,Mark Malone,PIT,8582.0
1988,Mark Malone,SDG,10162.0
1989,Mark Malone,NYJ,10175.0
1978,Mark Miller,CLE,212.0
1979,Mark Miller,CLE,243.0
1987,Mark Miller,BUF,252.0
1983,Mark Reed,BAL,34.0
1988,Mark Rypien,WAS,1730.0
1989,Mark Rypien,WAS,5498.0
1990,Mark Rypien,WAS,7568.0
1991,Mark Rypien,WAS,11132.0
1992,Mark Rypien,WAS,14414.0
1993,Mark Rypien,WAS,15928.0
1994,Mark Rypien,CLE,16622.0
1995,Mark Rypien,STL,18070.0
1996,Mark Rypien,PHI,18146.0
1997,Mark Rypien,STL,18416.0
2001,Mark Rypien,IND,18473.0
2009,Mark Sanchez,NYJ,2444.0
2010,Mark Sanchez,NYJ,5735.0
2011,Mark Sanchez,NYJ,9209.0
2012,Mark Sanchez,NYJ,12092.0
2014,Mark Sanchez,PHI,14510.0
2015,Mark Sanchez,PHI,15126.0
2016,Mark Sanchez,DAL,15219.0
2018,Mark Sanchez,WAS,15357.0
1987,Mark Stevens,SFO,52.0
1987,Mark Vlasic,SDG,8.0
1988,Mark Vlasic,SDG,278.0
1990,Mark Vlasic,SDG,446.0
1991,Mark Vlasic,KAN,762.0
2001,Marques Tuiasosopo,OAK,34.0
2002,Marques Tuiasosopo,OAK,34.0
2003,Marques Tuiasosopo,LV,358.0
2005,Marques Tuiasosopo,LV,482.0
2006,Marques Tuiasosopo,LV,550.0
2008,Marques Tuiasosopo,LV,554.0
1970,Marty Domres,SDG,491.0
1971,Marty Domres,SDG,588.0
1972,Marty Domres,BAL,1980.0
1973,Marty Domres,BAL,3133.0
1974,Marty Domres,BAL,3936.0
1975,Marty Domres,BAL,4059.0
1976,Marty Domres,SFO,4160.0
1977,Marty Domres,NYJ,4273.0
1987,Marty Horn,PHI,68.0
2019,Mason Rudolph,PIT,1765.0
2020,Mason Rudolph,PIT,2089.0
2021,Mason Rudolph,PIT,2366.0
2023,Mason Rudolph,PIT,3085.0
2024,Mason Rudolph,TEN,4615.0
2013,Matt Barkley,PHI,300.0
2014,Matt Barkley,PHI,300.0
2016,Matt Barkley,CHI,1911.0
2018,Matt Barkley,BUF,2143.0
2019,Matt Barkley,BUF,2502.0
2020,Matt Barkley,BUF,2699.0
2023,Matt Barkley,JAX,2699.0
1993,Matt Blundin,KAN,2.0
1994,Matt Blundin,KAN,15.0
1997,Matt Blundin,DET,15.0
2005,Matt Cassel,NE,183.0
2006,Matt Cassel,NE,215.0
2007,Matt Cassel,NE,253.0
2008,Matt Cassel,NE,3946.0
2009,Matt Cassel,KC,6870.0
2010,Matt Cassel,KC,9986.0
2011,Matt Cassel,KC,11699.0
2012,Matt Cassel,KC,13495.0
2013,Matt Cassel,MIN,15302.0
2014,Matt Cassel,MIN,15727.0
2015,Matt Cassel,DAL,17003.0
2016,Matt Cassel,TEN,17287.0
2017,Matt Cassel,TEN,17449.0
2018,Matt Cassel,DET,17508.0
1979,Matt Cavanaugh,NWE,10.0
1980,Matt Cavanaugh,NWE,895.0
1981,Matt Cavanaugh,NWE,2528.0
1982,Matt Cavanaugh,NWE,3018.0
1984,Matt Cavanaugh,SFO,3467.0
1985,Matt Cavanaugh,SFO,3801.0
1986,Matt Cavanaugh,PHI,4198.0
1988,Matt Cavanaugh,PHI,4299.0
1989,Matt Cavanaugh,PHI,4332.0
2008,Matt Flynn,GB,6.0
2009,Matt Flynn,GB,64.0
2010,Matt Flynn,GB,497.0
2011,Matt Flynn,GB,1015.0
2012,Matt Flynn,SEA,1083.0
2013,Matt Flynn,GB,2475.0
2014,Matt Flynn,GB,2541.0
2007,Matt Gutierrez,NE,15.0
2009,Matt Gutierrez,KC,18.0
1999,Matt Hasselbeck,GB,41.0
2000,Matt Hasselbeck,GB,145.0
2001,Matt Hasselbeck,SEA,2168.0
2002,Matt Hasselbeck,SEA,5243.0
2003,Matt Hasselbeck,SEA,9087.0
2004,Matt Hasselbeck,SEA,12477.0
2005,Matt Hasselbeck,SEA,15932.0
2006,Matt Hasselbeck,SEA,18374.0
2007,Matt Hasselbeck,SEA,22340.0
2008,Matt Hasselbeck,SEA,23556.0
2009,Matt Hasselbeck,SEA,26585.0
2010,Matt Hasselbeck,SEA,29583.0
2011,Matt Hasselbeck,TEN,33154.0
2012,Matt Hasselbeck,TEN,34521.0
2013,Matt Hasselbeck,IND,34651.0
2014,Matt Hasselbeck,IND,34952.0
2015,Matt Hasselbeck,IND,36642.0
1983,Matt Kofler,BUF,440.0
1984,Matt Kofler,BUF,872.0
1985,Matt Kofler,IND,1156.0
2006,Matt Leinart,ARI,2542.0
2007,Matt Leinart,ARI,3189.0
2008,Matt Leinart,ARI,3453.0
2009,Matt Leinart,ARI,3888.0
2011,Matt Leinart,HOU,3945.0
2012,Matt Leinart,LV,4060.0
2001,Matt Lytle,CAR,133.0
2005,Matt Mauck,TEN,136.0
2013,Matt McGloin,LV,1547.0
2014,Matt McGloin,LV,1676.0
2015,Matt McGloin,LV,1818.0
2016,Matt McGloin,LV,1868.0
2007,Matt Moore,CAR,730.0
2009,Matt Moore,CAR,1783.0
2010,Matt Moore,CAR,2640.0
2011,Matt Moore,MIA,5137.0
2012,Matt Moore,MIA,5268.0
2013,Matt Moore,MIA,5321.0
2014,Matt Moore,MIA,5342.0
2015,Matt Moore,MIA,5356.0
2016,Matt Moore,MIA,6077.0
2017,Matt Moore,MIA,6938.0
2019,Matt Moore,KC,7597.0
1977,Matt Robinson,NYJ,310.0
1978,Matt Robinson,NYJ,2312.0
1979,Matt Robinson,NYJ,2503.0
1980,Matt Robinson,DEN,3445.0
1981,Matt Robinson,BUF,3445.0
1982,Matt Robinson,BUF,3519.0
2008,Matt Ryan,ATL,3440.0
2009,Matt Ryan,ATL,6356.0
2010,Matt Ryan,ATL,10061.0
2011,Matt Ryan,ATL,14238.0
2012,Matt Ryan,ATL,18957.0
2013,Matt Ryan,ATL,23472.0
2014,Matt Ryan,ATL,28166.0
2015,Matt Ryan,ATL,32757.0
2016,Matt Ryan,ATL,37701.0
2017,Matt Ryan,ATL,41796.0
2018,Matt Ryan,ATL,46720.0
2019,Matt Ryan,ATL,51186.0
2020,Matt Ryan,ATL,55767.0
2021,Matt Ryan,ATL,59735.0
2022,Matt Ryan,IND,62792.0
2004,Matt Schaub,ATL,329.0
2005,Matt Schaub,ATL,824.0
2006,Matt Schaub,ATL,1032.0
2007,Matt Schaub,HOU,3273.0
2008,Matt Schaub,HOU,6316.0
2009,Matt Schaub,HOU,11086.0
2010,Matt Schaub,HOU,15456.0
2011,Matt Schaub,HOU,17935.0
2012,Matt Schaub,HOU,21943.0
2013,Matt Schaub,HOU,24253.0
2014,Matt Schaub,LV,24310.0
2015,Matt Schaub,BAL,24850.0
2016,Matt Schaub,ATL,24866.0
2018,Matt Schaub,ATL,24886.0
2019,Matt Schaub,ATL,25466.0
2020,Matt Schaub,ATL,25466.0
2013,Matt Simms,NYJ,156.0
2014,Matt Simms,NYJ,195.0
1987,Matt Stevens,KAN,315.0
2009,Matthew Stafford,DET,2267.0
2010,Matthew Stafford,DET,2802.0
2011,Matthew Stafford,DET,7902.0
2012,Matthew Stafford,DET,12869.0
2013,Matthew Stafford,DET,17519.0
2014,Matthew Stafford,DET,21776.0
2015,Matthew Stafford,DET,26038.0
2016,Matthew Stafford,DET,30365.0
2017,Matthew Stafford,DET,34811.0
2018,Matthew Stafford,DET,38588.0
2019,Matthew Stafford,DET,41087.0
2020,Matthew Stafford,DET,45171.0
2021,Matthew Stafford,LA,50057.0
2022,Matthew Stafford,LA,52144.0
2023,Matthew Stafford,LA,56109.0
2024,Matthew Stafford,LA,59871.0
1954,Maury Duncan,SFO,82.0
1955,Maury Duncan,SFO,122.0
2010,Max Hall,ARI,370.0
2000,Michael Bishop,NE,80.0
2024,Michael Penix Jr.,ATL,775.0
1974,Mike Boryla,PHI,580.0
1975,Mike Boryla,PHI,1576.0
1976,Mike Boryla,PHI,2823.0
1978,Mike Boryla,TAM,2838.0
1991,Mike Buck,NOR,61.0
1992,Mike Buck,NOR,71.0
1993,Mike Buck,NOR,519.0
1995,Mike Buck,ARI,790.0
1987,Mike Busch,NYG,278.0
1998,Mike Cherry,NYG,0.0
1989,Mike Elkins,KAN,5.0
1972,Mike Ernst,DEN,10.0
2013,Mike Glennon,TB,2608.0
2014,Mike Glennon,TB,4025.0
2016,Mike Glennon,TB,4100.0
2017,Mike Glennon,CHI,4933.0
2018,Mike Glennon,ARI,5107.0
2019,Mike Glennon,LV,5163.0
2020,Mike Glennon,JAX,6235.0
2021,Mike Glennon,NYG,7025.0
1987,Mike Hohensee,CHI,343.0
1987,Mike Hold,TAM,123.0
2011,Mike Kafka,PHI,107.0
1987,Mike Kelley,SDG,305.0
1983,Mike Kerrigan,NWE,72.0
1984,Mike Kerrigan,NWE,85.0
1978,Mike Kirkland,BAL,211.0
1976,Mike Kruczek,PIT,758.0
1977,Mike Kruczek,PIT,777.0
1978,Mike Kruczek,PIT,823.0
1979,Mike Kruczek,PIT,976.0
1980,Mike Kruczek,WAS,1185.0
1970,Mike Livingston,KAN,122.0
1971,Mike Livingston,KAN,252.0
1972,Mike Livingston,KAN,732.0
1973,Mike Livingston,KAN,1648.0
1974,Mike Livingston,KAN,2380.0
1975,Mike Livingston,KAN,3625.0
1976,Mike Livingston,KAN,6307.0
1977,Mike Livingston,KAN,8130.0
1978,Mike Livingston,KAN,9703.0
1979,Mike Livingston,KAN,10172.0
1980,Mike Loyd,STL,49.0
1984,Mike Machurek,DET,193.0
2001,Mike McMahon,DET,671.0
2002,Mike McMahon,DET,1545.0
2003,Mike McMahon,DET,1632.0
2004,Mike McMahon,DET,1709.0
2005,Mike McMahon,PHI,2867.0
1979,Mike Moroski,ATL,97.0
1980,Mike Moroski,ATL,121.0
1981,Mike Moroski,ATL,253.0
1982,Mike Moroski,ATL,340.0
1983,Mike Moroski,ATL,915.0
1984,Mike Moroski,ATL,2122.0
1985,Mike Moroski,HOU,2371.0
1986,Mike Moroski,SFO,2864.0
1976,Mike Nott,KAN,46.0
1982,Mike Pagel,BAL,1281.0
1983,Mike Pagel,BAL,3634.0
1984,Mike Pagel,IND,5060.0
1985,Mike Pagel,IND,7474.0
1986,Mike Pagel,CLE,7527.0
1988,Mike Pagel,CLE,8263.0
1989,Mike Pagel,CLE,8323.0
1990,Mike Pagel,CLE,9142.0
1991,Mike Pagel,RAM,9292.0
1992,Mike Pagel,RAM,9391.0
1993,Mike Pagel,RAM,9414.0
1970,Mike Phipps,CLE,529.0
1971,Mike Phipps,CLE,708.0
1972,Mike Phipps,CLE,2702.0
1973,Mike Phipps,CLE,4421.0
1974,Mike Phipps,CLE,5805.0
1975,Mike Phipps,CLE,7554.0
1976,Mike Phipps,CLE,7700.0
1977,Mike Phipps,CHI,7705.0
1978,Mike Phipps,CHI,8170.0
1979,Mike Phipps,CHI,9705.0
1980,Mike Phipps,CHI,10335.0
1981,Mike Phipps,CHI,10506.0
1997,Mike Quinn,PIT,10.0
1998,Mike Quinn,DAL,20.0
1976,Mike Rae,OAK,417.0
1977,Mike Rae,OAK,579.0
1978,Mike Rae,TAM,1284.0
1979,Mike Rae,TAM,1536.0
1970,Mike Taliaferro,BOS,871.0
1972,Mike Taliaferro,BUF,1047.0
1985,Mike Tomczak,CHI,33.0
1986,Mike Tomczak,CHI,1138.0
1987,Mike Tomczak,CHI,2358.0
1988,Mike Tomczak,CHI,3668.0
1989,Mike Tomczak,CHI,5726.0
1990,Mike Tomczak,CHI,6247.0
1991,Mike Tomczak,GNB,7737.0
1992,Mike Tomczak,CLE,9430.0
1993,Mike Tomczak,PIT,9828.0
1994,Mike Tomczak,PIT,10632.0
1995,Mike Tomczak,PIT,11298.0
1996,Mike Tomczak,PIT,14065.0
1997,Mike Tomczak,PIT,14250.0
1998,Mike Tomczak,PIT,14454.0
1999,Mike Tomczak,PIT,16079.0
2001,Mike Vick,ATL,785.0
2002,Mike Vick,ATL,3721.0
2003,Mike Vick,ATL,4306.0
2004,Mike Vick,ATL,6619.0
2005,Mike Vick,ATL,9031.0
2006,Mike Vick,ATL,11505.0
2009,Mike Vick,PHI,11591.0
2010,Mike Vick,PHI,14609.0
2011,Mike Vick,PHI,17912.0
2012,Mike Vick,PHI,20274.0
2013,Mike Vick,PHI,21489.0
2014,Mike Vick,NYJ,22093.0
2015,Mike Vick,PIT,22464.0
2021,Mike White,NYJ,953.0
2022,Mike White,NYJ,2145.0
2023,Mike White,MIA,2219.0
2024,Mike White,BUF,2247.0
1957,Milt Plum,CLE,590.0
1958,Milt Plum,CLE,2209.0
1959,Milt Plum,CLE,4201.0
1960,Milt Plum,CLE,6498.0
1961,Milt Plum,CLE,8914.0
1962,Milt Plum,DET,11292.0
1963,Milt Plum,DET,11631.0
1964,Milt Plum,DET,13872.0
1965,Milt Plum,DET,15582.0
1966,Milt Plum,DET,16525.0
1967,Milt Plum,DET,17450.0
1968,Milt Plum,RAM,17499.0
1969,Milt Plum,NYG,17536.0
2017,Mitchell Trubisky,CHI,2193.0
2018,Mitchell Trubisky,CHI,5416.0
2019,Mitchell Trubisky,CHI,8554.0
2020,Mitchell Trubisky,CHI,10609.0
2021,Mitchell Trubisky,BUF,10652.0
2022,Mitchell Trubisky,PIT,11904.0
2023,Mitchell Trubisky,PIT,12536.0
2024,Mitchell Trubisky,BUF,12715.0
1987,Monte McGuire,DEN,23.0
1998,Moses Moreno,CHI,166.0
1999,Moses Moreno,SD,244.0
2000,Moses Moreno,SD,378.0
2017,Nate Sudfeld,PHI,134.0
2018,Nate Sudfeld,PHI,156.0
2020,Nate Sudfeld,PHI,188.0
2022,Nate Sudfeld,DET,188.0
2017,Nathan Peterman,BUF,231.0
2018,Nathan Peterman,BUF,527.0
2020,Nathan Peterman,LV,552.0
2021,Nathan Peterman,LV,552.0
2022,Nathan Peterman,CHI,691.0
2023,Nathan Peterman,CHI,691.0
1976,Neal Jeffrey,SDG,11.0
1974,Neil Graff,NWE,20.0
1975,Neil Graff,NWE,241.0
1977,Neil Graff,PIT,288.0
1981,Neil Lomax,STL,1575.0
1982,Neil Lomax,STL,2942.0
1983,Neil Lomax,STL,5578.0
1984,Neil Lomax,STL,10192.0
1985,Neil Lomax,STL,13406.0
1986,Neil Lomax,STL,15989.0
1987,Neil Lomax,STL,19376.0
1988,Neil Lomax,PHO,22771.0
1991,Neil O'Donnell,PIT,1963.0
1992,Neil O'Donnell,PIT,4246.0
1993,Neil O'Donnell,PIT,7454.0
1994,Neil O'Donnell,PIT,9897.0
1995,Neil O'Donnell,PIT,12867.0
1996,Neil O'Donnell,NYJ,14014.0
1997,Neil O'Donnell,NYJ,16810.0
1998,Neil O'Donnell,CIN,19026.0
1999,Neil O'Donnell,TEN,20408.0
2000,Neil O'Donnell,TEN,20938.0
2001,Neil O'Donnell,TEN,21434.0
2002,Neil O'Donnell,TEN,21458.0
2003,Neil O'Donnell,TEN,21690.0
2012,Nick Foles,PHI,1699.0
2013,Nick Foles,PHI,4590.0
2014,Nick Foles,PHI,6753.0
2015,Nick Foles,LA,8805.0
2016,Nick Foles,KC,9215.0
2017,Nick Foles,PHI,9752.0
2018,Nick Foles,PHI,11165.0
2019,Nick Foles,JAX,11901.0
2020,Nick Foles,CHI,13753.0
2021,Nick Foles,CHI,14003.0
2022,Nick Foles,IND,14228.0
2018,Nick Mullens,SF,2277.0
2019,Nick Mullens,SF,2277.0
2020,Nick Mullens,SF,4714.0
2021,Nick Mullens,CLE,4861.0
2022,Nick Mullens,MIN,5085.0
2023,Nick Mullens,MIN,6391.0
2024,Nick Mullens,MIN,6429.0
1950,Nick Sebek,WAS,0.0
1951,Nick Sebek,WAS,0.0
1961,Norm Snead,WAS,2337.0
1962,Norm Snead,WAS,5263.0
1963,Norm Snead,WAS,8306.0
1964,Norm Snead,PHI,10212.0
1965,Norm Snead,PHI,12558.0
1966,Norm Snead,PHI,13833.0
1967,Norm Snead,PHI,17232.0
1968,Norm Snead,PHI,18887.0
1969,Norm Snead,PHI,21655.0
1970,Norm Snead,PHI,23978.0
1971,Norm Snead,MIN,24448.0
1972,Norm Snead,NYG,26755.0
1973,Norm Snead,NYG,28238.0
1974,Norm Snead,2TM,29221.0
1974,Norm Snead,NYG,29836.0
1974,Norm Snead,SFO,30204.0
1975,Norm Snead,SFO,31541.0
1976,Norm Snead,NYG,31780.0
1950,Norm Van Brocklin,RAM,2061.0
1951,Norm Van Brocklin,RAM,4122.0
1952,Norm Van Brocklin,RAM,5858.0
1953,Norm Van Brocklin,RAM,8251.0
1954,Norm Van Brocklin,RAM,10888.0
1955,Norm Van Brocklin,RAM,12778.0
1956,Norm Van Brocklin,RAM,13744.0
1957,Norm Van Brocklin,RAM,15849.0
1958,Norm Van Brocklin,PHI,18258.0
1959,Norm Van Brocklin,PHI,20875.0
1960,Norm Van Brocklin,PHI,23346.0
1976,Norris Weese,DEN,314.0
1977,Norris Weese,DEN,433.0
1978,Norris Weese,DEN,1156.0
1979,Norris Weese,DEN,1887.0
1955,Ogden Compton,CRD,339.0
1983,Oliver Luck,HOU,1375.0
1984,Oliver Luck,HOU,1631.0
1985,Oliver Luck,HOU,2203.0
1986,Oliver Luck,HOU,2544.0
1950,Otto Graham,CLE,1943.0
1951,Otto Graham,CLE,3886.0
1952,Otto Graham,CLE,6702.0
1953,Otto Graham,CLE,9424.0
1954,Otto Graham,CLE,11516.0
1955,Otto Graham,CLE,13237.0
2020,PJ Walker,CAR,368.0
2021,PJ Walker,CAR,730.0
2022,PJ Walker,CAR,1461.0
2023,PJ Walker,CLE,2135.0
1976,Parnell Dickinson,TAM,210.0
1976,Pat Haden,RAM,896.0
1977,Pat Haden,RAM,2447.0
1978,Pat Haden,RAM,5442.0
1979,Pat Haden,RAM,7296.0
1980,Pat Haden,RAM,7481.0
1981,Pat Haden,RAM,9296.0
1978,Pat Ryan,NYJ,106.0
1979,Pat Ryan,NYJ,119.0
1981,Pat Ryan,NYJ,167.0
1982,Pat Ryan,NYJ,313.0
1983,Pat Ryan,NYJ,572.0
1984,Pat Ryan,NYJ,2511.0
1985,Pat Ryan,NYJ,2606.0
1986,Pat Ryan,NYJ,2948.0
1987,Pat Ryan,NYJ,3262.0
1988,Pat Ryan,NYJ,4069.0
1989,Pat Ryan,NYJ,4222.0
1991,Pat Ryan,PHI,4320.0
1972,Pat Sullivan,ATL,44.0
1973,Pat Sullivan,ATL,219.0
1974,Pat Sullivan,ATL,775.0
1975,Pat Sullivan,ATL,1155.0
2009,Pat White,MIA,0.0
2017,Patrick Mahomes,KC,284.0
2018,Patrick Mahomes,KC,5381.0
2019,Patrick Mahomes,KC,9412.0
2020,Patrick Mahomes,KC,14152.0
2021,Patrick Mahomes,KC,18991.0
2022,Patrick Mahomes,KC,24241.0
2023,Patrick Mahomes,KC,28424.0
2024,Patrick Mahomes,KC,32352.0
2002,Patrick Ramsey,WAS,1539.0
2003,Patrick Ramsey,WAS,3708.0
2004,Patrick Ramsey,WAS,5373.0
2005,Patrick Ramsey,WAS,5652.0
2006,Patrick Ramsey,NYJ,5652.0
2007,Patrick Ramsey,DEN,5914.0
2008,Patrick Ramsey,DEN,5933.0
1950,Paul Christman,GNB,545.0
1951,Paul Christman,GNB,1090.0
1954,Paul Held,PIT,305.0
1955,Paul Held,GNB,332.0
1995,Paul Justin,IND,212.0
1996,Paul Justin,IND,1051.0
1997,Paul Justin,IND,2097.0
1998,Paul Justin,CIN,2523.0
1999,Paul Justin,STL,2614.0
1957,Paul Larson,CRD,61.0
1981,Paul McDonald,CLE,463.0
1982,Paul McDonald,CLE,1456.0
1983,Paul McDonald,CLE,1797.0
1984,Paul McDonald,CLE,5269.0
2016,Paxton Lynch,DEN,497.0
2017,Paxton Lynch,DEN,792.0
1994,Perry Klein,ATL,0.0
1970,Pete Beathard,STL,114.0
1971,Pete Beathard,STL,1144.0
1972,Pete Beathard,RAM,1399.0
1973,Pete Beathard,KAN,1788.0
1999,Pete Gonzalez,PIT,8.0
1970,Pete Liske,DEN,1340.0
1971,Pete Liske,PHI,3297.0
1972,Pete Liske,PHI,4270.0
1990,Peter Tom Willis,CHI,106.0
1991,Peter Tom Willis,CHI,277.0
1992,Peter Tom Willis,CHI,993.0
1993,Peter Tom Willis,CHI,1261.0
1998,Peyton Manning,IND,3739.0
1999,Peyton Manning,IND,7874.0
2000,Peyton Manning,IND,12287.0
