Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
131,Jeff Jaeger,23,CLE,K,10,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,jaegejef01
132,Vance Johnson,24,DEN,WR,11,9,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JohnVa00
133,Cedric Jones,27,NWE,WR,12,4,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JoneCe00
134,James Jones,26,DET,FB,11,11,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,JoneJa00
135,John Kidd,26,BUF,P,12,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,KiddJo20
136,Gene Lang,25,DEN,FB,12,8,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,7,50.00,-3.50,-3.50,0,0,,LangGe00
137,Steve Largent,33,SEA,WR,13,13,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,LargSt00
138,Dean May,25,DEN,QB,3,0,,0,5,0.0,0,0,0.0,1,20.0,0,,,0.0,-9.00,,0.0,0.0,1,7,16.67,-1.17,-8.67,0,0,,MayxDe20
139,Hugh Millen,24,RAM,QB,1,0,,1,1,100.0,0,0,0.0,0,0.0,0,,,0.0,0.00,0.0,0.0,79.2,1,6,50.00,-3.00,-3.00,0,0,,MillHu00
140,Frankie Neal,22,GNB,WR,12,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,NealFr20
141,Paul Palmer,23,KAN,RB,12,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PalmPa00
142,Walter Payton,34,CHI,RB,12,12,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,PaytWa00
143,Tim Riordan,27,NOR,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,RiorTi20
144,Steve Sewell,24,DEN,RB,7,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,9,100.00,-9.00,-9.00,0,0,,SeweSt00
145,Billy Ray Smith,26,SDG,LOLB,12,12,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,SmitBi22
146,Cliff Stoudt,32,STL,QB,12,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,StouCl00
147,John Teltschik,23,PHI,P,12,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,7,100.00,-7.00,-7.00,0,0,,TeltJo20
148,Anthony Toney,25,PHI,FB,11,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ToneAn00
149,Gerald Willhite,28,DEN,RB,3,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WillGe00
,League Average,,,,,,,,,54.8,,,4.5,,4.0,,42.1,,7.0,6.06,12.7,93.2,75.2,,,7.58,5.87,5.04,,,,-9999
